O*NET-SOC Code,Title,Workplace Example,Element Name,Hot Technology,In Demand
15-2041.00,Statisticians,Automatic Forecasting Systems Autobox,Analytical or scientific software,N,N
15-2041.00,Statisticians,C++,Object or component oriented development software,Y,N
15-2041.00,Statisticians,Camfit Data Limited Microfit,Analytical or scientific software,N,N
15-2041.00,Statisticians,Common business oriented language COBOL,Development environment software,N,N
15-2041.00,Statisticians,Cytel StatXact,Analytical or scientific software,N,N
15-2041.00,Statisticians,DataDescription DataDesk,Analytical or scientific software,N,N
15-2041.00,Statisticians,Econometric Software LIMDEP,Analytical or scientific software,N,N
15-2041.00,Statisticians,Extensible markup language XML,Enterprise application integration software,Y,N
15-2041.00,Statisticians,Formula translation/translator FORTRAN,Development environment software,N,N
15-2041.00,Statisticians,GraphPad Software GraphPad Prism,Analytical or scientific software,N,N
15-2041.00,Statisticians,IBM DB2,Data base user interface and query software,Y,N
15-2041.00,Statisticians,IBM SPSS Amos,Analytical or scientific software,N,N
15-2041.00,Statisticians,IBM SPSS AnswerTree,Analytical or scientific software,N,N
15-2041.00,Statisticians,IBM SPSS Statistics,Analytical or scientific software,Y,Y
15-2041.00,Statisticians,Insightful S-PLUS,Analytical or scientific software,N,N
15-2041.00,Statisticians,Linux,Operating system software,Y,N
15-2041.00,Statisticians,Microsoft Access,Data base user interface and query software,Y,N
15-2041.00,Statisticians,Microsoft Excel,Spreadsheet software,Y,Y
15-2041.00,Statisticians,Microsoft Office software,Office suite software,Y,Y
15-2041.00,Statisticians,Microsoft PowerPoint,Presentation software,Y,N
15-2041.00,Statisticians,Microsoft SQL Server,Data base user interface and query software,Y,N
15-2041.00,Statisticians,Microsoft Visual Basic,Development environment software,Y,N
15-2041.00,Statisticians,Microsoft Visual Basic for Applications VBA,Development environment software,Y,N
15-2041.00,Statisticians,Microsoft Visual FoxPro,Object oriented data base management software,N,N
15-2041.00,Statisticians,Microsoft Word,Word processing software,Y,N
15-2041.00,Statisticians,Minitab,Analytical or scientific software,N,N
15-2041.00,Statisticians,Muthen & Muthen Mplus,Analytical or scientific software,N,N
15-2041.00,Statisticians,NCR Teradata Warehouse Miner,Data mining software,N,N
15-2041.00,Statisticians,NCSS Power Analysis and Sample Size PASS,Analytical or scientific software,N,N
15-2041.00,Statisticians,Python,Object or component oriented development software,Y,Y
15-2041.00,Statisticians,Qlik Tech QlikView,Business intelligence and data analysis software,N,N
15-2041.00,Statisticians,Quantitative Micro Software EViews,Analytical or scientific software,N,N
15-2041.00,Statisticians,R,Object or component oriented development software,Y,Y
15-2041.00,Statisticians,RAT-STATS,Analytical or scientific software,N,N
15-2041.00,Statisticians,SAP PowerBuilder,Object or component oriented development software,N,N
15-2041.00,Statisticians,SAP software,Enterprise resource planning ERP software,Y,N
15-2041.00,Statisticians,SAS,Analytical or scientific software,Y,Y
15-2041.00,Statisticians,SAS Enterprise Miner,Data mining software,N,N
15-2041.00,Statisticians,SAS JMP,Analytical or scientific software,N,Y
15-2041.00,Statisticians,SAS/CONNECT,Enterprise application integration software,N,N
15-2041.00,Statisticians,Scientific Software International SSI Hierarchical Linear and Non-Linear Modeling HLM,Analytical or scientific software,N,N
15-2041.00,Statisticians,Scientific Software International SSI LISREL,Analytical or scientific software,N,N
15-2041.00,Statisticians,Stat-Ease Design-Ease,Analytical or scientific software,N,N
15-2041.00,Statisticians,Stat-Ease Design-Expert,Analytical or scientific software,N,N
15-2041.00,Statisticians,StataCorp Stata,Analytical or scientific software,N,Y
15-2041.00,Statisticians,STATISTICA,Analytical or scientific software,N,N
15-2041.00,Statisticians,Statistical software,Analytical or scientific software,N,Y
15-2041.00,Statisticians,Statistical Solutions BMDP,Analytical or scientific software,N,N
15-2041.00,Statisticians,StatPoint STATGRAPHICS Centurion,Analytical or scientific software,N,N
15-2041.00,Statisticians,Structured query language SQL,Data base user interface and query software,Y,Y
15-2041.00,Statisticians,Sun Microsystems Java,Object or component oriented development software,N,N
15-2041.00,Statisticians,SuperANOVA,Analytical or scientific software,N,N
15-2041.00,Statisticians,Systat Software SigmaPlot,Analytical or scientific software,N,N
15-2041.00,Statisticians,Systat Software SigmaStat,Analytical or scientific software,N,N
15-2041.00,Statisticians,Tableau,Business intelligence and data analysis software,Y,Y
15-2041.00,Statisticians,Teradata Database,Data base management system software,Y,N
15-2041.00,Statisticians,The MathWorks MATLAB,Analytical or scientific software,Y,N
15-2041.00,Statisticians,UNISTAT Statistical Package,Analytical or scientific software,N,N
15-2041.00,Statisticians,UNIX,Operating system software,Y,N
15-2041.00,Statisticians,Visual Numerics TS-WAVE,Analytical or scientific software,N,N
15-2041.00,Statisticians,Wolfram Research Mathematica,Analytical or scientific software,N,N
15-2041.00,Statisticians,XGobi,Analytical or scientific software,N,N
15-2041.00,Statisticians,XLISP-STAT,Analytical or scientific software,N,N
15-2041.01,Biostatisticians,Bash,Operating system software,Y,N
15-2041.01,Biostatisticians,C#,Object or component oriented development software,Y,N
15-2041.01,Biostatisticians,C++,Object or component oriented development software,Y,N
15-2041.01,Biostatisticians,Clinical trials database software,Data base user interface and query software,N,N
15-2041.01,Biostatisticians,Data visualization software,Analytical or scientific software,N,N
15-2041.01,Biostatisticians,Database software,Data base user interface and query software,N,N
15-2041.01,Biostatisticians,Extensible markup language XML,Enterprise application integration software,Y,N
15-2041.01,Biostatisticians,Git,File versioning software,Y,N
15-2041.01,Biostatisticians,Graphics software,Graphics or photo imaging software,N,N
15-2041.01,Biostatisticians,IBM SPSS Statistics,Analytical or scientific software,Y,Y
15-2041.01,Biostatisticians,Insightful S-PLUS,Analytical or scientific software,N,N
15-2041.01,Biostatisticians,JavaScript,Web platform development software,Y,N
15-2041.01,Biostatisticians,Linux,Operating system software,Y,N
15-2041.01,Biostatisticians,Microsoft Access,Data base user interface and query software,Y,N
15-2041.01,Biostatisticians,Microsoft Excel,Spreadsheet software,Y,Y
15-2041.01,Biostatisticians,Microsoft Office software,Office suite software,Y,Y
15-2041.01,Biostatisticians,Microsoft PowerPoint,Presentation software,Y,Y
15-2041.01,Biostatisticians,Microsoft SQL Server,Data base user interface and query software,Y,N
15-2041.01,Biostatisticians,Microsoft Visual Studio,Development environment software,Y,N
15-2041.01,Biostatisticians,Microsoft Windows,Operating system software,Y,N
15-2041.01,Biostatisticians,Microsoft Word,Word processing software,Y,N
15-2041.01,Biostatisticians,Minitab,Analytical or scientific software,N,N
15-2041.01,Biostatisticians,MySQL,Data base management system software,Y,N
